Latitude (decimal degrees):	28.627
Longitude (decimal degrees):	77.172
Elevation (m):	243
Radiation database:	PVGIS-ERA5


Slope: 15 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	50.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20171022:1930,0.0,0.0,0.0,21.79,2.14,0.0
20171022:2030,0.0,0.0,0.0,21.16,1.93,0.0
20171022:2130,0.0,0.0,0.0,20.24,1.59,0.0
20171022:2230,0.0,0.0,0.0,19.6,1.38,0.0
20171022:2330,0.0,0.0,0.0,19.8,1.03,0.0
20171023:0030,0.0,0.0,0.0,20.51,0.69,0.0
20171023:0130,621.0,36.54,6.29,20.48,0.76,0.0
20171023:0230,5524.5,178.46,18.61,21.03,0.62,0.0
20171023:0330,11604.0,326.62,30.03,24.39,0.83,0.0
20171023:0430,16986.5,468.07,39.88,27.25,1.1,0.0
20171023:0530,20157.0,558.89,47.04,29.6,1.45,0.0
20171023:0630,21409.5,598.22,50.02,31.15,1.66,0.0
20171023:0730,19167.0,541.39,47.9,32.38,0.83,0.0
20171023:0830,15666.5,443.54,41.36,32.98,0.83,0.0
20171023:0930,12082.5,352.55,31.88,33.15,1.03,0.0
20171023:1030,6142.5,204.51,20.67,33.13,1.45,0.0
20171023:1130,1065.5,56.32,8.48,32.1,1.72,0.0
20171023:1230,0.0,0.0,-4.28,29.61,2.69,0.0
20171023:1330,0.0,0.0,0.0,26.9,2.83,0.0
20171023:1430,0.0,0.0,0.0,25.46,2.62,0.0
20171023:1530,0.0,0.0,0.0,24.41,2.34,0.0
20171023:1630,0.0,0.0,0.0,23.4,2.0,0.0
20171023:1730,0.0,0.0,0.0,22.18,1.59,0.0
20171023:1830,0.0,0.0,0.0,22.24,0.97,0.0
20171023:1930,0.0,0.0,0.0,22.97,0.14,0.0
20171023:2030,0.0,0.0,0.0,22.39,0.97,0.0
20171023:2130,0.0,0.0,0.0,19.5,1.66,0.0
20171023:2230,0.0,0.0,0.0,18.41,2.21,0.0
20171023:2330,0.0,0.0,0.0,17.88,2.28,0.0
20171024:0030,0.0,0.0,0.0,17.57,2.34,0.0
20171024:0130,597.0,34.89,6.14,17.35,2.34,0.0
20171024:0230,5599.0,180.17,18.42,18.31,1.72,0.0
20171024:0330,12093.5,338.16,29.81,23.41,1.66,0.0
20171024:0430,17181.0,470.49,39.61,27.02,1.79,0.0
20171024:0530,20263.0,558.21,46.73,29.72,2.14,0.0
20171024:0630,21335.0,591.16,49.67,31.27,2.41,0.0
20171024:0730,20466.0,566.72,47.56,32.0,2.83,0.0
20171024:0830,17538.0,487.54,41.05,32.44,3.17,0.0
20171024:0930,12583.0,361.7,31.61,32.59,3.38,0.0
20171024:1030,6220.5,206.4,20.44,32.35,3.24,0.0
20171024:1130,1027.5,55.22,8.27,31.3,2.07,0.0
20171024:1230,0.0,0.0,-4.47,29.59,1.72,0.0
20171024:1330,0.0,0.0,0.0,27.29,1.31,0.0
20171024:1430,0.0,0.0,0.0,24.98,1.52,0.0
20171024:1530,0.0,0.0,0.0,23.14,2.34,0.0
20171024:1630,0.0,0.0,0.0,22.08,2.76,0.0
20171024:1730,0.0,0.0,0.0,21.4,2.83,0.0
20171024:1830,0.0,0.0,0.0,20.83,2.9,0.0
20171024:1930,0.0,0.0,0.0,20.07,2.55,0.0
20171024:2030,0.0,0.0,0.0,19.45,2.48,0.0
20171024:2130,0.0,0.0,0.0,18.82,2.28,0.0
20171024:2230,0.0,0.0,0.0,18.09,2.07,0.0
20171024:2330,0.0,0.0,0.0,17.45,1.79,0.0
20171025:0030,0.0,0.0,0.0,17.44,1.52,0.0
20171025:0130,558.5,33.03,5.98,16.91,1.52,0.0
20171025:0230,5486.5,177.81,18.24,17.69,1.1,0.0
20171025:0330,11958.0,335.42,29.59,22.37,0.83,0.0
20171025:0430,16998.5,467.3,39.35,25.58,0.76,0.0
20171025:0530,19948.0,554.87,46.41,28.03,0.62,0.0
20171025:0630,20812.5,586.66,49.32,29.67,0.41,0.0
20171025:0730,20025.0,562.33,47.22,30.17,0.76,0.0
20171025:0830,17204.5,482.66,40.75,30.78,1.24,0.0
20171025:0930,12333.0,356.84,31.35,31.02,1.38,0.0
20171025:1030,6050.5,202.01,20.21,30.94,1.38,0.0
20171025:1130,962.5,52.25,8.07,30.35,1.1,0.0
20171025:1230,0.0,0.0,-4.65,28.7,1.79,0.0
20171025:1330,0.0,0.0,0.0,26.3,2.28,0.0
20171025:1430,0.0,0.0,0.0,24.45,2.41,0.0
20171025:1530,0.0,0.0,0.0,23.22,2.34,0.0
20171025:1630,0.0,0.0,0.0,22.18,2.34,0.0
20171025:1730,0.0,0.0,0.0,21.23,2.28,0.0
20171025:1830,0.0,0.0,0.0,20.28,2.21,0.0
20171025:1930,0.0,0.0,0.0,19.11,1.86,0.0
20171025:2030,0.0,0.0,0.0,18.36,2.14,0.0
20171025:2130,0.0,0.0,0.0,17.77,2.21,0.0
20171025:2230,0.0,0.0,0.0,17.33,2.07,0.0
20171025:2330,0.0,0.0,0.0,16.92,2.0,0.0
20171026:0030,0.0,0.0,0.0,16.57,1.93,0.0
20171026:0130,526.0,31.1,5.82,16.31,2.07,0.0
20171026:0230,5366.5,174.78,18.05,17.41,1.59,0.0
20171026:0330,11886.5,332.53,29.36,22.49,1.72,0.0
20171026:0430,17069.5,464.8,39.08,25.75,1.93,0.0
20171026:0530,20164.5,552.43,46.09,28.35,2.07,0.0
20171026:0630,21136.5,584.84,48.98,30.2,2.07,0.0
20171026:0730,20198.5,560.28,46.89,30.75,2.07,0.0
20171026:0830,17139.5,479.94,40.46,31.17,1.72,0.0
20171026:0930,12194.0,353.38,31.1,31.28,1.72,0.0
20171026:1030,5903.5,198.39,19.99,31.05,2.0,0.0
20171026:1130,895.0,49.37,7.87,30.04,2.28,0.0
20171026:1230,0.0,0.0,-4.83,27.55,2.97,0.0
20171026:1330,0.0,0.0,0.0,25.39,3.03,0.0
20171026:1430,0.0,0.0,0.0,24.09,3.03,0.0
20171026:1530,0.0,0.0,0.0,23.03,2.9,0.0
20171026:1630,0.0,0.0,0.0,22.09,2.83,0.0
20171026:1730,0.0,0.0,0.0,21.28,2.76,0.0
20171026:1830,0.0,0.0,0.0,20.56,2.62,0.0
20171026:1930,0.0,0.0,0.0,20.0,2.48,0.0
20171026:2030,0.0,0.0,0.0,19.27,2.28,0.0
20171026:2130,0.0,0.0,0.0,18.55,2.0,0.0
20171026:2230,0.0,0.0,0.0,17.8,1.79,0.0
20171026:2330,0.0,0.0,0.0,17.11,1.66,0.0
20171027:0030,0.0,0.0,0.0,16.95,1.38,0.0
20171027:0130,313.0,23.3,5.65,17.18,1.17,0.0
20171027:0230,5085.5,167.33,17.87,17.94,0.97,0.0
20171027:0330,11265.5,316.1,29.14,22.08,1.31,0.0
20171027:0430,16570.5,450.73,38.81,25.16,1.72,0.0
20171027:0530,19123.5,520.78,45.78,27.6,2.0,0.0
20171027:0630,20637.5,568.75,48.64,29.12,1.79,0.0
20171027:0730,19559.0,542.94,46.56,29.87,1.45,0.0
20171027:0830,16338.5,457.24,40.16,30.37,1.24,0.0
20171027:0930,11165.5,324.49,30.84,30.61,1.1,0.0
20171027:1030,5275.5,175.82,19.77,30.51,1.1,0.0
20171027:1130,729.0,41.71,7.68,29.71,1.45,0.0
20171027:1230,0.0,0.0,-5.01,27.46,2.48,0.0
20171027:1330,0.0,0.0,0.0,25.57,2.62,0.0
20171027:1430,0.0,0.0,0.0,24.36,2.48,0.0
20171027:1530,0.0,0.0,0.0,23.43,2.41,0.0
20171027:1630,0.0,0.0,0.0,22.73,2.41,0.0
20171027:1730,0.0,0.0,0.0,22.08,2.28,0.0
20171027:1830,0.0,0.0,0.0,21.42,2.0,0.0
20171027:1930,0.0,0.0,0.0,20.27,2.28,0.0
20171027:2030,0.0,0.0,0.0,19.78,2.21,0.0
20171027:2130,0.0,0.0,0.0,19.3,2.28,0.0
20171027:2230,0.0,0.0,0.0,18.94,2.28,0.0
20171027:2330,0.0,0.0,0.0,18.67,2.28,0.0
20171028:0030,0.0,0.0,0.0,18.44,2.41,0.0
20171028:0130,283.5,21.51,5.49,18.23,2.48,0.0
20171028:0230,4957.5,165.46,17.68,19.25,2.28,0.0
20171028:0330,11408.5,320.44,28.92,22.79,2.34,0.0
20171028:0430,16622.0,451.43,38.55,25.79,2.48,0.0
20171028:0530,19778.5,538.68,45.47,27.99,2.48,0.0
20171028:0630,20682.5,570.82,48.3,29.53,1.93,0.0
20171028:0730,19611.0,546.26,46.24,29.67,1.17,0.0
20171028:0830,16666.5,467.05,39.88,30.3,1.31,0.0
20171028:0930,11419.5,331.21,30.6,30.5,1.45,0.0
20171028:1030,5207.5,178.32,19.56,30.37,1.79,0.0
20171028:1130,773.0,43.44,7.49,29.55,2.0,0.0
20171028:1230,0.0,0.0,-5.18,27.61,2.34,0.0
20171028:1330,0.0,0.0,0.0,25.59,2.48,0.0
20171028:1430,0.0,0.0,0.0,24.22,2.55,0.0
20171028:1530,0.0,0.0,0.0,23.38,2.62,0.0
20171028:1630,0.0,0.0,0.0,22.62,2.55,0.0
20171028:1730,0.0,0.0,0.0,21.84,2.55,0.0
20171028:1830,0.0,0.0,0.0,21.13,2.48,0.0
20171028:1930,0.0,0.0,0.0,20.58,2.41,0.0
20171028:2030,0.0,0.0,0.0,20.03,2.34,0.0
20171028:2130,0.0,0.0,0.0,19.53,2.28,0.0
20171028:2230,0.0,0.0,0.0,19.06,2.21,0.0
20171028:2330,0.0,0.0,0.0,18.57,2.0,0.0
20171029:0030,0.0,0.0,0.0,18.02,1.86,0.0
20171029:0130,274.5,20.12,5.33,17.51,1.86,0.0
20171029:0230,4806.5,161.06,17.49,18.15,1.31,0.0
20171029:0330,11117.0,313.62,28.69,22.1,1.45,0.0
20171029:0430,16258.5,442.77,38.28,24.88,1.66,0.0
20171029:0530,19320.0,527.53,45.16,27.12,1.72,0.0
20171029:0630,20351.0,560.63,47.97,28.7,1.66,0.0
20171029:0730,19349.0,535.26,45.91,29.24,1.52,0.0
20171029:0830,16294.0,455.38,39.59,29.75,1.31,0.0
20171029:0930,11515.0,335.11,30.35,29.91,1.31,0.0
20171029:1030,5231.5,178.59,19.35,29.82,1.24,0.0
20171029:1130,816.5,41.73,7.31,29.4,1.45,0.0
20171029:1230,0.0,0.0,-5.34,27.53,2.28,0.0
20171029:1330,0.0,0.0,0.0,25.11,2.62,0.0
20171029:1430,0.0,0.0,0.0,24.17,2.62,0.0
20171029:1530,0.0,0.0,0.0,23.06,2.76,0.0
20171029:1630,0.0,0.0,0.0,22.18,2.76,0.0
20171029:1730,0.0,0.0,0.0,21.38,2.55,0.0
20171029:1830,0.0,0.0,0.0,20.55,2.34,0.0
20171029:1930,0.0,0.0,0.0,20.15,2.41,0.0
20171029:2030,0.0,0.0,0.0,19.53,2.21,0.0
20171029:2130,0.0,0.0,0.0,18.87,2.0,0.0
20171029:2230,0.0,0.0,0.0,18.1,1.72,0.0
20171029:2330,0.0,0.0,0.0,17.48,1.45,0.0
20171030:0030,0.0,0.0,0.0,17.82,1.03,0.0
20171030:0130,254.0,18.48,5.16,18.45,0.62,0.0
20171030:0230,4637.5,157.65,17.3,18.62,0.34,0.0
20171030:0330,10876.0,309.54,28.47,21.45,0.14,0.0
20171030:0430,15882.0,438.32,38.01,24.32,0.14,0.0
20171030:0530,18826.0,523.81,44.85,26.55,0.0,0.0
20171030:0630,19879.0,554.51,47.64,28.08,0.41,0.0
20171030:0730,19182.5,530.17,45.6,28.58,1.31,0.0
20171030:0830,16039.5,445.58,39.31,29.11,1.66,0.0
20171030:0930,11284.5,326.26,30.11,29.26,1.93,0.0
20171030:1030,5229.5,179.69,19.14,29.09,2.14,0.0
20171030:1130,676.5,38.45,7.13,28.47,2.0,0.0
20171030:1230,0.0,0.0,-5.51,26.87,1.79,0.0
20171030:1330,0.0,0.0,0.0,25.17,1.72,0.0
20171030:1430,0.0,0.0,0.0,23.87,1.59,0.0
20171030:1530,0.0,0.0,0.0,22.64,1.45,0.0
20171030:1630,0.0,0.0,0.0,21.53,1.38,0.0
20171030:1730,0.0,0.0,0.0,20.83,1.38,0.0
20171030:1830,0.0,0.0,0.0,20.25,1.38,0.0
20171030:1930,0.0,0.0,0.0,20.52,1.1,0.0
20171030:2030,0.0,0.0,0.0,19.63,1.24,0.0
20171030:2130,0.0,0.0,0.0,19.18,1.17,0.0
20171030:2230,0.0,0.0,0.0,18.69,1.1,0.0
20171030:2330,0.0,0.0,0.0,18.14,1.03,0.0
20171031:0030,0.0,0.0,0.0,17.73,1.03,0.0
20171031:0130,246.0,17.08,4.99,17.38,1.03,0.0
20171031:0230,4495.5,153.72,17.1,18.48,0.62,0.0
20171031:0330,10681.0,303.89,28.24,21.62,0.69,0.0
20171031:0430,15752.0,431.56,37.75,24.59,1.03,0.0
20171031:0530,18879.5,516.85,44.54,26.69,1.31,0.0
20171031:0630,19566.0,540.29,47.31,27.98,1.03,0.0
20171031:0730,17978.5,500.79,45.28,28.93,0.55,0.0
20171031:0830,14419.5,404.75,39.03,29.34,0.34,0.0
20171031:0930,10718.0,313.76,29.88,29.47,0.97,0.0
20171031:1030,4988.5,173.92,18.94,29.53,1.31,0.0
20171031:1130,603.0,34.86,6.95,28.99,1.59,0.0
20171031:1230,0.0,0.0,-5.66,27.11,2.34,0.0
20171031:1330,0.0,0.0,0.0,24.92,2.55,0.0
20171031:1430,0.0,0.0,0.0,23.66,2.55,0.0
20171031:1530,0.0,0.0,0.0,22.75,2.55,0.0
20171031:1630,0.0,0.0,0.0,22.02,2.48,0.0
20171031:1730,0.0,0.0,0.0,21.38,2.41,0.0
20171031:1830,0.0,0.0,0.0,20.9,2.28,0.0
20171031:1930,0.0,0.0,0.0,20.29,2.34,0.0
20171031:2030,0.0,0.0,0.0,20.03,2.28,0.0
20171031:2130,0.0,0.0,0.0,19.59,2.28,0.0
20171031:2230,0.0,0.0,0.0,19.16,2.28,0.0
20171031:2330,0.0,0.0,0.0,18.8,2.21,0.0
20171101:0030,0.0,0.0,0.0,18.5,2.21,0.0
20171101:0130,230.0,15.47,4.83,18.24,2.28,0.0
20171101:0230,4333.5,149.59,16.91,19.07,2.07,0.0
20171101:0330,10532.5,298.64,28.02,22.13,2.41,0.0
20171101:0430,15714.5,425.78,37.48,24.87,2.76,0.0
20171101:0530,18920.5,510.81,44.24,27.05,3.03,0.0
20171101:0630,20070.0,544.38,46.99,28.48,3.17,0.0
20171101:0730,19000.0,520.27,44.97,29.54,2.83,0.0
20171101:0830,15659.5,435.67,38.76,30.06,2.28,0.0
20171101:0930,10466.0,305.91,29.65,30.24,1.72,0.0
20171101:1030,4541.0,159.97,18.75,30.08,1.79,0.0
20171101:1130,535.0,31.57,6.78,29.29,2.07,0.0
20171101:1230,0.0,0.0,-5.81,27.16,2.69,0.0
20171101:1330,0.0,0.0,0.0,25.25,2.83,0.0
20171101:1430,0.0,0.0,0.0,24.04,2.76,0.0
20171101:1530,0.0,0.0,0.0,23.21,2.55,0.0
20171101:1630,0.0,0.0,0.0,22.31,2.48,0.0
20171101:1730,0.0,0.0,0.0,21.57,2.41,0.0
20171101:1830,0.0,0.0,0.0,20.94,2.28,0.0
20171101:1930,0.0,0.0,0.0,20.55,2.28,0.0
20171101:2030,0.0,0.0,0.0,20.13,2.28,0.0
20171101:2130,0.0,0.0,0.0,19.73,2.21,0.0
20171101:2230,0.0,0.0,0.0,19.36,2.14,0.0
20171101:2330,0.0,0.0,0.0,19.02,2.14,0.0
20171102:0030,0.0,0.0,0.0,18.73,2.07,0.0
20171102:0130,459.0,22.8,4.66,18.43,2.07,0.0
20171102:0230,4211.5,146.75,16.72,18.95,1.72,0.0
20171102:0330,10356.0,295.5,27.79,22.3,2.0,0.0
20171102:0430,15536.0,422.44,37.22,24.84,2.41,0.0
20171102:0530,18749.0,507.64,43.94,26.83,2.62,0.0
20171102:0630,19847.5,541.11,46.67,28.22,2.48,0.0
20171102:0730,18479.5,512.22,44.67,28.94,1.24,0.0
20171102:0830,15433.0,433.63,38.5,29.59,1.03,0.0
20171102:0930,10732.0,316.39,29.42,29.84,1.03,0.0
20171102:1030,4702.5,166.85,18.55,29.79,1.24,0.0
20171102:1130,540.5,31.21,6.62,29.16,1.45,0.0
20171102:1230,0.0,0.0,-5.96,27.51,2.14,0.0
20171102:1330,0.0,0.0,0.0,25.44,2.41,0.0
20171102:1430,0.0,0.0,0.0,24.32,2.34,0.0
20171102:1530,0.0,0.0,0.0,23.27,2.41,0.0
20171102:1630,0.0,0.0,0.0,22.46,2.28,0.0
20171102:1730,0.0,0.0,0.0,21.79,2.14,0.0
20171102:1830,0.0,0.0,0.0,21.15,1.93,0.0
20171102:1930,0.0,0.0,0.0,20.5,1.86,0.0
20171102:2030,0.0,0.0,0.0,20.04,1.79,0.0
20171102:2130,0.0,0.0,0.0,19.59,1.79,0.0
20171102:2230,0.0,0.0,0.0,19.19,1.72,0.0
20171102:2330,0.0,0.0,0.0,18.9,1.72,0.0
20171103:0030,0.0,0.0,0.0,18.65,1.72,0.0
20171103:0130,433.5,22.02,4.49,18.52,1.66,0.0
20171103:0230,4021.0,141.05,16.53,19.25,1.17,0.0
20171103:0330,9880.5,283.7,27.57,22.85,1.45,0.0
20171103:0430,14716.0,402.92,36.95,25.29,1.72,0.0
20171103:0530,15629.5,424.24,43.64,27.0,1.72,0.0
20171103:0630,18904.0,516.9,46.35,27.6,1.66,0.0
20171103:0730,17257.5,474.2,44.37,28.71,1.66,0.0
20171103:0830,14519.5,403.4,38.23,28.96,1.86,0.0
20171103:0930,9024.0,264.16,29.2,28.83,2.0,0.0
20171103:1030,4265.5,151.0,18.37,28.51,2.14,0.0
20171103:1130,466.5,26.84,6.46,27.99,2.0,0.0
20171103:1230,0.0,0.0,0.0,26.55,2.07,0.0
20171103:1330,0.0,0.0,0.0,24.82,2.28,0.0
20171103:1430,0.0,0.0,0.0,23.71,2.21,0.0
20171103:1530,0.0,0.0,0.0,22.7,2.28,0.0
20171103:1630,0.0,0.0,0.0,21.92,2.14,0.0
20171103:1730,0.0,0.0,0.0,21.29,2.0,0.0
20171103:1830,0.0,0.0,0.0,20.59,1.93,0.0
20171103:1930,0.0,0.0,0.0,19.82,1.86,0.0
20171103:2030,0.0,0.0,0.0,19.05,1.59,0.0
20171103:2130,0.0,0.0,0.0,18.27,1.38,0.0
20171103:2230,0.0,0.0,0.0,18.16,1.03,0.0
20171103:2330,0.0,0.0,0.0,17.95,0.97,0.0
20171104:0030,0.0,0.0,0.0,17.32,1.03,0.0
20171104:0130,425.5,21.63,4.32,16.79,1.1,0.0
20171104:0230,3976.5,140.83,16.33,17.77,0.62,0.0
20171104:0330,9999.5,288.24,27.34,21.5,0.76,0.0
20171104:0430,15067.0,414.32,36.69,24.36,1.03,0.0
20171104:0530,18211.0,498.53,43.34,26.09,1.17,0.0
20171104:0630,18602.0,509.72,46.04,27.17,1.31,0.0
20171104:0730,17667.0,483.34,44.08,27.99,1.93,0.0
20171104:0830,15423.0,428.06,37.98,28.56,2.14,0.0
20171104:0930,10515.5,306.87,28.98,28.86,2.34,0.0
20171104:1030,4554.0,162.98,18.18,28.7,2.28,0.0
20171104:1130,479.5,26.95,6.3,28.16,2.07,0.0
20171104:1230,0.0,0.0,0.0,26.6,2.0,0.0
20171104:1330,0.0,0.0,0.0,24.91,2.0,0.0
20171104:1430,0.0,0.0,0.0,23.63,1.86,0.0
20171104:1530,0.0,0.0,0.0,22.48,1.72,0.0
20171104:1630,0.0,0.0,0.0,21.38,1.59,0.0
20171104:1730,0.0,0.0,0.0,20.35,1.66,0.0
20171104:1830,0.0,0.0,0.0,19.52,1.59,0.0
20171104:1930,0.0,0.0,0.0,19.02,1.38,0.0
20171104:2030,0.0,0.0,0.0,19.18,1.1,0.0
20171104:2130,0.0,0.0,0.0,19.02,1.03,0.0
20171104:2230,0.0,0.0,0.0,19.27,0.9,0.0
20171104:2330,0.0,0.0,0.0,19.34,0.69,0.0
20171105:0030,0.0,0.0,0.0,18.96,0.41,0.0
20171105:0130,402.0,21.05,4.15,18.63,0.21,0.0
20171105:0230,3843.5,138.35,16.14,18.73,0.41,0.0
20171105:0330,9824.5,285.2,27.12,21.79,0.48,0.0
20171105:0430,14864.0,410.89,36.43,24.62,0.76,0.0
20171105:0530,17990.5,495.13,43.05,26.27,0.83,0.0
20171105:0630,18609.5,516.59,45.73,27.34,0.41,0.0
20171105:0730,17958.0,499.21,43.78,28.04,0.69,0.0
20171105:0830,15192.0,426.63,37.72,28.53,0.9,0.0
20171105:0930,10305.0,304.23,28.77,28.73,1.17,0.0
20171105:1030,4416.0,159.92,18.01,28.57,1.45,0.0
20171105:1130,450.0,24.94,6.15,28.0,1.52,0.0
20171105:1230,0.0,0.0,0.0,26.5,1.79,0.0
20171105:1330,0.0,0.0,0.0,24.7,1.86,0.0
20171105:1430,0.0,0.0,0.0,23.35,1.72,0.0
20171105:1530,0.0,0.0,0.0,22.27,1.59,0.0
20171105:1630,0.0,0.0,0.0,21.38,1.31,0.0
20171105:1730,0.0,0.0,0.0,20.93,1.03,0.0
20171105:1830,0.0,0.0,0.0,21.29,0.76,0.0
20171105:1930,0.0,0.0,0.0,21.07,0.76,0.0
20171105:2030,0.0,0.0,0.0,20.7,0.69,0.0
20171105:2130,0.0,0.0,0.0,20.31,0.9,0.0
20171105:2230,0.0,0.0,0.0,18.68,1.24,0.0
20171105:2330,0.0,0.0,0.0,17.37,1.72,0.0
20171106:0030,0.0,0.0,0.0,17.14,2.07,0.0
20171106:0130,384.5,20.36,3.97,17.0,2.14,0.0
20171106:0230,3699.5,133.45,15.94,17.6,1.66,0.0
20171106:0330,9558.0,276.32,26.89,21.94,1.45,0.0
20171106:0430,14644.5,403.33,36.17,24.87,1.38,0.0
20171106:0530,17484.5,478.96,42.76,26.96,1.52,0.0
20171106:0630,18609.0,511.64,45.43,27.88,1.45,0.0
20171106:0730,17710.5,487.84,43.5,28.38,1.66,0.0
20171106:0830,14906.5,416.42,37.48,28.72,1.66,0.0
20171106:0930,10221.5,302.35,28.56,28.89,1.86,0.0
20171106:1030,4278.0,156.2,17.83,28.71,2.0,0.0
20171106:1130,432.5,23.19,6.0,28.09,1.86,0.0
20171106:1230,0.0,0.0,0.0,26.52,1.79,0.0
20171106:1330,0.0,0.0,0.0,24.8,1.72,0.0
20171106:1430,0.0,0.0,0.0,23.54,1.52,0.0
20171106:1530,0.0,0.0,0.0,22.47,1.24,0.0
20171106:1630,0.0,0.0,0.0,21.63,1.1,0.0
20171106:1730,0.0,0.0,0.0,21.16,0.97,0.0
20171106:1830,0.0,0.0,0.0,20.55,1.03,0.0
20171106:1930,0.0,0.0,0.0,20.18,1.1,0.0
20171106:2030,0.0,0.0,0.0,18.77,1.45,0.0
20171106:2130,0.0,0.0,0.0,18.15,1.72,0.0
20171106:2230,0.0,0.0,0.0,17.78,1.72,0.0
20171106:2330,0.0,0.0,0.0,17.42,1.86,0.0
20171107:0030,0.0,0.0,0.0,17.19,1.86,0.0
20171107:0130,368.0,19.83,3.8,17.01,1.79,0.0
20171107:0230,3630.5,132.63,15.75,17.39,1.24,0.0
20171107:0330,9527.0,277.6,26.67,21.61,0.9,0.0
20171107:0430,14564.0,403.47,35.91,24.5,0.76,0.0
20171107:0530,17629.0,487.64,42.47,26.4,0.55,0.0
20171107:0630,17813.0,492.72,45.13,27.52,0.62,0.0
20171107:0730,17536.0,487.29,43.22,28.05,0.76,0.0
20171107:0830,14560.0,409.2,37.23,28.52,0.97,0.0
20171107:0930,9852.5,293.18,28.36,28.7,1.38,0.0
20171107:1030,4084.5,150.16,17.67,28.52,1.59,0.0
20171107:1130,575.5,27.28,5.86,27.89,1.66,0.0
20171107:1230,0.0,0.0,0.0,26.21,2.07,0.0
20171107:1330,0.0,0.0,0.0,24.47,2.14,0.0
20171107:1430,0.0,0.0,0.0,23.35,2.14,0.0
20171107:1530,0.0,0.0,0.0,22.4,2.07,0.0
20171107:1630,0.0,0.0,0.0,21.65,2.0,0.0
20171107:1730,0.0,0.0,0.0,20.96,1.93,0.0
20171107:1830,0.0,0.0,0.0,20.24,1.66,0.0
20171107:1930,0.0,0.0,0.0,19.25,1.45,0.0
20171107:2030,0.0,0.0,0.0,18.54,1.38,0.0
20171107:2130,0.0,0.0,0.0,18.13,1.31,0.0
20171107:2230,0.0,0.0,0.0,18.34,0.97,0.0
20171107:2330,0.0,0.0,0.0,17.82,0.97,0.0
20171108:0030,0.0,0.0,0.0,16.74,1.52,0.0
20171108:0130,344.5,19.05,3.63,16.61,1.45,0.0
20171108:0230,3471.0,128.88,15.55,18.1,0.76,0.0
20171108:0330,9324.5,274.03,26.44,21.54,0.34,0.0
20171108:0430,14347.0,399.0,35.66,24.67,0.62,0.0
20171108:0530,17452.0,482.63,42.19,26.59,0.69,0.0
20171108:0630,18389.5,514.01,44.84,27.77,0.21,0.0
20171108:0730,17507.5,484.35,42.94,28.09,1.24,0.0
20171108:0830,14542.0,407.22,37.0,28.56,1.66,0.0
20171108:0930,9749.5,289.97,28.16,28.73,1.93,0.0
20171108:1030,3991.0,148.33,17.5,28.52,1.86,0.0
20171108:1130,574.0,27.23,5.72,27.86,1.66,0.0
20171108:1230,0.0,0.0,0.0,26.23,1.86,0.0
20171108:1330,0.0,0.0,0.0,24.42,2.0,0.0
20171108:1430,0.0,0.0,0.0,23.18,2.0,0.0
20171108:1530,0.0,0.0,0.0,22.22,1.93,0.0
20171108:1630,0.0,0.0,0.0,21.35,1.86,0.0
20171108:1730,0.0,0.0,0.0,20.53,1.79,0.0
20171108:1830,0.0,0.0,0.0,19.75,1.66,0.0
20171108:1930,0.0,0.0,0.0,18.98,1.45,0.0
20171108:2030,0.0,0.0,0.0,19.22,0.9,0.0
20171108:2130,0.0,0.0,0.0,19.55,0.14,0.0
20171108:2230,0.0,0.0,0.0,19.18,0.69,0.0
20171108:2330,0.0,0.0,0.0,17.53,1.24,0.0
20171109:0030,0.0,0.0,0.0,17.07,1.24,0.0
20171109:0130,322.5,18.37,3.46,17.04,1.1,0.0
20171109:0230,3324.5,124.7,15.36,18.09,0.62,0.0
20171109:0330,9079.5,267.93,26.22,21.44,0.28,0.0
20171109:0430,14076.5,391.82,35.4,24.45,0.55,0.0
20171109:0530,17193.0,474.81,41.9,26.29,0.69,0.0
20171109:0630,17917.5,499.52,44.55,27.51,0.21,0.0
20171109:0730,16641.5,462.56,42.67,28.47,0.83,0.0
20171109:0830,11503.5,323.24,36.77,29.09,1.52,0.0
20171109:0930,8292.0,248.83,27.97,29.03,2.07,0.0
20171109:1030,3436.5,129.44,17.34,28.73,2.28,0.0
20171109:1130,453.5,23.43,5.59,27.96,2.07,0.0
20171109:1230,0.0,0.0,0.0,26.03,2.41,0.0
20171109:1330,0.0,0.0,0.0,24.26,2.55,0.0
20171109:1430,0.0,0.0,0.0,23.13,2.41,0.0
20171109:1530,0.0,0.0,0.0,22.15,2.28,0.0
20171109:1630,0.0,0.0,0.0,21.31,2.21,0.0
20171109:1730,0.0,0.0,0.0,20.56,2.07,0.0
20171109:1830,0.0,0.0,0.0,19.83,1.86,0.0
20171109:1930,0.0,0.0,0.0,18.89,1.59,0.0
20171109:2030,0.0,0.0,0.0,18.17,1.24,0.0
20171109:2130,0.0,0.0,0.0,18.32,0.9,0.0
20171109:2230,0.0,0.0,0.0,17.19,1.24,0.0
20171109:2330,0.0,0.0,0.0,16.45,1.79,0.0
20171110:0030,0.0,0.0,0.0,16.04,1.72,0.0
20171110:0130,307.0,17.78,3.28,15.77,1.66,0.0
20171110:0230,3255.0,122.66,15.16,16.36,1.03,0.0
20171110:0330,9053.0,266.55,26.0,20.53,0.69,0.0
